sample_id,t_AlGaN_nm,x_AlGaN,N_AlGaN_cm3,t_pGaN_nm,N_pGaN_cm3,Lgd_um,group
000595,15.710796,0.25508983,6.5210866e+15,36.642996,6.844161e+16,3.006947,base_800
000596,19.919558,0.2518779,1.3351819e+16,56.968563,2.2585912e+17,3.8640421,base_800
000597,14.02981,0.26558775,3.4606978e+16,81.296841,7.8644891e+16,3.9309911,base_800
000598,15.659953,0.22246838,4.1121966e+15,42.238317,2.5010257e+17,2.7738318,base_800
000599,16.977076,0.30411322,1.49812e+16,38.238176,2.4388813e+17,2.6517869,base_800
000600,11.890292,0.29138413,3.6095687e+15,67.926345,7.4252519e+16,3.6027092,base_800
000601,18.23614,0.28706315,6.9179891e+15,82.962846,2.5551929e+17,3.0405934,base_800
000602,14.062257,0.27964752,1.7654075e+15,87.034309,1.5687306e+17,2.3687564,base_800
000603,10.219748,0.2779031,4.0289885e+16,38.140095,2.7062536e+17,3.5817303,base_800
000604,16.07194,0.22268009,4.9902449e+15,56.900933,5.7056934e+16,3.6533422,base_800
000605,19.464649,0.22959651,2.7666973e+16,35.325676,7.8335468e+16,3.345028,base_800
000606,19.332889,0.328844,3.3863086e+15,43.154596,1.0055836e+17,2.4145988,base_800
000607,18.56061,0.18193147,3.3369468e+15,71.723224,2.5191907e+17,2.4690311,base_800
000608,16.091272,0.20031812,9.3240646e+15,62.263392,1.7131176e+17,3.8402204,base_800
000609,13.467787,0.30703074,5.6625108e+15,67.335489,6.3381497e+16,2.0637967,base_800
000610,12.166347,0.24359447,1.7734272e+15,37.567626,9.1946781e+16,2.8580413,base_800
000611,11.161883,0.25681309,1.0493503e+15,49.480491,2.2078226e+17,2.2830786,base_800
000612,17.196484,0.28809974,3.0312279e+16,44.339977,5.3145413e+16,2.1338367,base_800
000613,11.764584,0.18857535,1.0785817e+16,71.355192,3.1174471e+17,2.0274586,base_800
000614,21.977616,0.21197843,1.4269204e+16,41.916633,9.0686238e+16,2.4965766,base_800
000615,19.445869,0.24812133,2.9808066e+15,45.0412,3.5293823e+17,2.9962162,base_800
000616,17.395435,0.22769703,4.3567683e+15,58.066035,1.3649556e+17,2.8633009,base_800
000617,13.947366,0.20099115,6.1000782e+15,56.842331,2.9640508e+17,1.750824,base_800
000618,12.523214,0.32395957,2.0713078e+16,71.8559,8.1091695e+16,3.1228284,base_800
000619,14.194072,0.30661154,5.2674281e+15,86.966152,3.1358143e+17,2.2561628,base_800
000620,17.700687,0.28294345,2.9100468e+15,58.935597,1.5067412e+17,3.4580624,base_800
000621,20.542399,0.32002785,3.0313359e+15,48.389439,6.2679415e+16,3.2574184,base_800
000622,15.615463,0.18712144,5.7414444e+15,45.824217,8.4902997e+16,3.3938696,base_800
000623,18.281529,0.28443616,1.589725e+15,70.236042,1.057971e+17,3.7987907,base_800
000624,12.03229,0.26042024,7.5706494e+15,68.992196,1.1955284e+17,3.9105661,base_800
000625,13.078206,0.27713658,1.4683518e+16,36.758248,2.4227481e+17,1.9014851,base_800
000626,20.449918,0.28257544,1.522925e+16,83.322846,7.9393584e+16,3.5719476,base_800
000627,16.37866,0.25697457,7.9989497e+15,66.251623,1.0003464e+17,1.952994,base_800
000628,15.023083,0.29182542,2.2247583e+15,41.500828,7.1243361e+16,3.9408382,base_800
000629,19.841111,0.30560909,1.2565847e+16,83.796355,1.784041e+17,2.1168436,base_800
000630,20.829429,0.3164281,1.4068701e+15,37.671653,1.6653134e+17,1.7220694,base_800
000631,12.011285,0.31871366,1.3607246e+16,61.36762,1.1707535e+17,3.0724932,base_800
000632,15.605059,0.32288552,2.5076203e+15,42.897193,1.4924302e+17,1.707379,base_800
000633,21.93685,0.25242627,3.01714e+15,82.562923,2.4311564e+17,1.5201443,base_800
000634,10.515678,0.26136313,1.3906663e+16,78.830391,7.0785048e+16,3.9867612,base_800
000635,16.776155,0.32172148,4.903663e+15,89.38348,1.9764893e+17,2.0848251,base_800
000636,14.746096,0.22840494,1.4390458e+15,50.203143,9.7082912e+16,2.5298928,base_800
000637,10.610569,0.22641781,5.9958281e+15,56.267628,7.6103949e+16,3.540448,base_800
000638,11.497912,0.23823867,1.5758418e+16,66.818842,6.7128793e+16,2.7212316,base_800
000639,12.107129,0.31343284,1.7576971e+16,61.179605,6.2229692e+16,3.4463197,base_800
000640,20.041758,0.27595401,1.169612e+16,51.754164,2.313345e+17,2.2113619,base_800
000641,19.528412,0.25847819,4.5100069e+15,85.78209,3.6559811e+17,2.2955096,base_800
000642,12.916647,0.19319193,3.1073006e+16,41.067482,1.1273118e+17,1.6729698,base_800
000643,13.360857,0.30468742,2.2873645e+16,81.469874,2.6603637e+17,3.2264708,base_800
000644,15.410928,0.26402012,1.2899237e+15,54.116081,8.5158191e+16,2.1566096,base_800
000645,19.31681,0.22023846,1.9892681e+16,37.208817,1.4547318e+17,2.2760982,base_800
000646,13.526798,0.26851626,3.7659173e+16,57.174874,5.0461405e+16,2.5966971,base_800
000647,14.398929,0.18507855,2.1640471e+15,83.416893,3.792759e+17,2.5618195,base_800
000648,17.620754,0.28566362,1.2163329e+15,43.209078,1.6302615e+17,2.2325742,base_800
000649,19.303771,0.2145646,2.1660728e+15,89.732486,2.6740118e+17,1.5752901,base_800
000650,10.755553,0.28478805,1.0305402e+16,48.168038,8.1608835e+16,2.4244149,base_800
000651,20.874262,0.29373711,5.23676e+15,62.413795,5.7435242e+16,2.82793,base_800
000652,10.126329,0.21835328,1.0250637e+15,77.65588,3.9209275e+17,3.1668069,base_800
000653,14.218054,0.28834188,3.5929923e+15,75.216467,1.670885e+17,1.6261077,base_800
000654,16.077545,0.20176261,1.8629864e+16,46.628039,1.1923348e+17,3.678662,base_800
000655,10.335104,0.24997355,4.3200068e+16,72.629067,2.1436248e+17,2.3896978,base_800
000656,19.864442,0.25547598,1.923186e+15,79.078755,3.6445742e+17,1.9291413,base_800
000657,14.542519,0.233849,3.7483651e+15,61.450483,1.5311306e+17,2.5517809,base_800
000658,18.825685,0.25233664,1.6161792e+16,58.908894,1.2769868e+17,3.9454638,base_800
000659,20.613538,0.24261883,4.0382383e+15,37.182824,5.9587273e+16,3.9390149,base_800
000660,21.668694,0.31470232,8.5243505e+15,54.747962,1.9219994e+17,2.2622922,base_800
000661,21.521821,0.29047614,1.2237899e+15,45.455796,1.0033293e+17,1.6199156,base_800
000662,13.637842,0.32588894,6.61884e+15,39.661531,2.9091406e+17,3.5544348,base_800
000663,11.649307,0.30155034,1.8224609e+15,86.018769,6.5212772e+16,2.1543283,base_800
000664,17.415042,0.31565732,1.3103671e+16,58.33128,3.8522692e+17,2.7007825,base_800
000665,15.903219,0.24130873,4.8968291e+16,75.682427,1.2112672e+17,1.986123,base_800
000666,13.047495,0.25642253,2.5552644e+15,49.685909,1.4979749e+17,3.9253584,base_800
000667,14.647911,0.21405794,1.4536364e+15,36.372112,1.753297e+17,2.4498008,base_800
000668,21.302719,0.24032039,4.9655254e+16,72.725876,1.8520026e+17,3.0938172,base_800
000669,13.841099,0.27195102,9.4675485e+15,74.095401,6.1976342e+16,3.9199896,base_800
000670,16.517769,0.21846097,4.4518543e+16,57.228503,1.0366014e+17,1.9387801,base_800
000671,19.822332,0.29585842,2.6415176e+15,74.786291,5.4703931e+16,1.692249,base_800
000672,20.702507,0.24164939,2.676514e+15,89.025133,3.6219471e+17,1.7546838,base_800
000673,21.946224,0.23762495,2.0494741e+16,71.690868,3.7275693e+17,3.4835911,base_800
000674,21.828269,0.20624932,1.5388395e+16,38.947563,3.2360377e+17,2.2801006,base_800
000675,16.78712,0.30977858,1.9029112e+16,84.425684,2.6852249e+17,3.8215964,base_800
000676,11.130934,0.30492049,6.297295e+15,67.582704,1.6087376e+17,2.2562517,base_800
000677,12.424467,0.26257444,2.5620713e+16,58.647742,7.6748277e+16,2.4886344,base_800
000678,18.390208,0.24428272,2.3872212e+16,72.758316,8.7628765e+16,1.8993167,base_800
000679,20.853628,0.26442836,3.0861162e+15,67.441736,1.1031812e+17,3.4723415,base_800
000680,17.148761,0.24332276,9.2079778e+15,79.139527,3.3761252e+17,1.5660188,base_800
000681,10.135447,0.31369384,2.2325026e+16,45.967464,3.4477411e+17,3.8853938,base_800
000682,13.928189,0.29923401,2.7628255e+15,68.899943,1.1139188e+17,1.5430674,base_800
000683,17.056114,0.24386794,3.5253077e+15,44.607391,9.8719832e+16,3.3801364,base_800
000684,13.913213,0.25596324,3.610976e+16,80.445543,1.4251748e+17,3.1105591,base_800
000685,19.802166,0.18126136,1.3098603e+15,89.178786,5.1058045e+16,2.245202,base_800
000686,17.086237,0.23840916,1.5853154e+16,68.36622,1.4048497e+17,3.5494822,base_800
000687,13.558693,0.20595868,4.7827605e+15,68.754259,1.6251075e+17,3.1373161,base_800
000688,12.198089,0.32091844,8.038437e+15,58.834472,9.4029131e+16,2.7248236,base_800
000689,18.959144,0.26791053,4.7985291e+16,58.280107,2.074219e+17,2.9369849,base_800
000690,17.640687,0.2176678,3.4339614e+16,85.087565,6.9145404e+16,3.3745081,base_800
000691,13.69358,0.29847175,1.2651423e+15,47.368738,3.1546493e+17,3.4493223,base_800
000692,19.512912,0.29406012,2.7819208e+16,37.02889,2.742171e+17,1.5572953,base_800
000693,15.874233,0.27516328,4.2193997e+15,84.562128,1.1373087e+17,2.5740406,base_800
000694,19.368038,0.30004554,1.29368e+16,75.018551,1.3922475e+17,1.7182139,base_800
000695,11.208421,0.32328213,3.2972705e+15,62.898232,2.1746214e+17,3.0417588,base_800
000696,12.692005,0.22834975,7.0322809e+15,59.013215,9.8161218e+16,3.6315414,base_800
000697,12.622112,0.32118567,1.6593269e+16,89.862069,9.4641468e+16,2.5174034,base_800
000698,12.766039,0.19479274,2.55815e+16,43.038839,3.6017381e+17,3.9766708,base_800
000699,20.476377,0.27283452,3.0676742e+15,35.429141,5.7705456e+16,2.0607407,base_800
000700,18.695965,0.23740069,3.7100733e+16,57.812585,2.914007e+17,2.5630995,base_800
000701,16.324446,0.26091284,2.9469936e+16,88.518695,5.4878644e+16,1.9277073,base_800
000702,18.145385,0.23301141,2.1847433e+16,70.620236,2.5092063e+17,3.6689687,base_800
000703,13.754743,0.26360189,1.6675059e+15,56.144637,2.7817278e+17,2.7408923,base_800
000704,12.239676,0.21217724,4.4334951e+16,56.673485,5.2824568e+16,3.519405,base_800
000705,16.629818,0.19209663,6.0282804e+15,88.694202,1.1352104e+17,2.5377043,base_800
000706,15.751126,0.20806536,1.1785927e+15,52.891992,1.3305466e+17,3.4209551,base_800
000707,15.515632,0.27457797,1.5069139e+16,54.866607,3.1909713e+17,1.8054578,base_800
000708,14.513559,0.32257111,2.774311e+15,83.605138,1.3135197e+17,2.3035093,base_800
000709,10.865937,0.23783883,4.3989572e+15,49.206912,7.3497052e+16,2.0481306,base_800
000710,14.991811,0.23172794,3.1836577e+16,80.099034,3.7653482e+17,3.3190126,base_800
000711,10.70917,0.2067171,1.3674504e+15,35.780727,9.6347736e+16,3.2183932,base_800
000712,10.444056,0.31423972,2.0724091e+15,49.955321,3.0792058e+17,1.8267868,base_800
000713,14.594624,0.32226742,3.5060449e+15,79.83792,1.7722565e+17,3.099509,base_800
000714,20.66033,0.31161872,3.0642143e+16,74.413859,3.3650674e+17,3.4164827,base_800
000715,12.564033,0.21249549,4.2069186e+15,59.61986,2.1329818e+17,2.4653794,base_800
000716,16.813709,0.28002315,2.2339002e+15,58.465798,1.1611671e+17,2.8149849,base_800
000717,21.334865,0.28976611,3.8087217e+15,38.188586,6.7553107e+16,2.1993288,base_800
000718,19.727041,0.22655983,2.7159134e+15,87.800243,3.2155687e+17,1.7147239,base_800
000719,11.500172,0.28725426,1.3258949e+15,64.20119,1.3552125e+17,1.6384311,base_800
000720,16.673371,0.19626133,2.8742299e+16,78.342067,2.067938e+17,2.6800812,base_800
000721,11.391881,0.25450244,1.3036246e+15,49.629997,1.84621e+17,3.4961176,base_800
000722,13.488926,0.25940202,2.0681746e+15,43.312361,5.8089975e+16,3.5810067,base_800
000723,14.421118,0.23602404,6.7597211e+15,79.057717,2.4012685e+17,2.3930077,base_800
000724,20.509715,0.18232872,1.1343022e+15,67.776403,9.8313413e+16,3.606188,base_800
000725,19.703091,0.25392946,1.7043033e+15,36.710568,1.4835509e+17,1.7096812,base_800
000726,13.606288,0.24233899,1.3688561e+16,43.324189,1.6128597e+17,3.8784538,base_800
000727,11.053165,0.29479145,1.0673359e+15,35.120048,1.0403228e+17,2.9686935,base_800
000728,19.484245,0.29468629,8.3080237e+15,48.653544,8.8354326e+16,2.1808942,base_800
000729,10.552441,0.19792549,4.183531e+15,55.442017,7.9653443e+16,2.7439396,base_800
000730,18.322754,0.28641324,1.4494492e+16,84.856109,6.6384194e+16,1.540274,base_800
000731,17.486914,0.24797353,2.93026e+16,51.377432,7.3453764e+16,2.5106128,base_800
000732,19.6233,0.19712273,8.07799e+15,77.947028,8.9396121e+16,3.5925932,base_800
000733,14.860372,0.18499957,3.7542895e+16,47.678339,1.540885e+17,2.7852966,base_800
000734,15.84516,0.19986523,2.8294623e+16,69.697979,3.5431024e+17,1.5474915,base_800
000735,18.204373,0.25818847,1.7407023e+16,70.033029,1.4134921e+17,2.0558187,base_800
000736,20.360545,0.27834756,1.849243e+16,79.532511,2.3713484e+17,2.5361411,base_800
000737,15.043337,0.28659916,1.1085124e+16,71.591052,1.2011029e+17,2.6406411,base_800
000738,11.238769,0.28691675,1.6695261e+16,69.952178,1.1516078e+17,1.8405969,base_800
000739,19.984095,0.26609297,5.826257e+15,74.667361,6.930218e+16,2.1820911,base_800
000740,16.112732,0.26278038,1.7828896e+15,78.306282,2.4672116e+17,2.2406281,base_800
000741,20.636865,0.21598326,3.9071034e+16,44.110814,9.4092059e+16,1.8856799,base_800
000742,19.578012,0.19684169,5.023541e+15,59.914216,3.5789503e+17,2.8710144,base_800
000743,15.204503,0.20541781,2.4327518e+16,78.911962,1.8770444e+17,2.7653722,base_800
000744,14.069491,0.19968376,3.2313134e+16,75.488406,9.7606193e+16,3.2314527,base_800
000745,17.205706,0.23187267,1.5159264e+16,72.00421,2.0197769e+17,2.1639526,base_800
000746,11.153718,0.24914475,1.2411548e+16,53.264538,2.3475578e+17,3.4991328,base_800
000747,12.373452,0.26547207,2.4430315e+15,57.307202,2.9318839e+17,2.1072665,base_800
000748,20.056641,0.23924824,2.5885715e+16,77.871196,2.0076029e+17,3.5055997,base_800
000749,16.286092,0.1810404,3.5037226e+16,88.586629,6.8997048e+16,3.2978312,base_800
000750,12.215949,0.19756142,1.9406959e+15,55.2296,1.8961379e+17,2.5333824,base_800
000751,21.09,0.20058771,2.903662e+16,84.712468,2.2823336e+17,2.5439533,base_800
000752,10.233174,0.24932267,5.6371695e+15,77.597869,6.7385931e+16,1.8452685,base_800
000753,17.015409,0.24081907,3.1149105e+16,83.505729,3.9859474e+17,3.1405534,base_800
000754,18.081219,0.25470795,4.2743701e+15,85.994162,7.2582944e+16,2.8305717,base_800
000755,21.361199,0.32233003,3.5823592e+16,69.085313,3.4383152e+17,1.6429277,base_800
000756,16.763458,0.32654316,2.2840614e+16,41.176429,1.4386363e+17,3.8704776,base_800
000757,11.540226,0.3165906,2.852455e+15,72.250981,6.352695e+16,3.8170557,base_800
000758,15.089578,0.3241061,2.7334563e+15,79.341887,2.8795383e+17,2.0371489,base_800
000759,19.070359,0.20957096,2.9739715e+15,86.406223,2.9885669e+17,3.626411,base_800
000760,17.72128,0.23146779,2.366728e+16,75.257297,1.3157023e+17,1.8092002,base_800
000761,11.947475,0.19584736,1.5962107e+16,42.673439,1.4758391e+17,2.2043961,base_800
000762,10.564278,0.1941315,4.0087911e+16,39.081349,5.9323114e+16,1.7018199,base_800
000763,17.611925,0.31687624,3.5248389e+16,78.046995,1.1056466e+17,3.6407252,base_800
000764,12.32837,0.22726815,4.8070445e+15,87.724275,2.4857254e+17,3.6766204,base_800
000765,20.008385,0.23666232,1.5462787e+16,83.980219,1.1542034e+17,2.1126828,base_800
000766,20.188165,0.29882017,3.3485e+16,49.760207,6.2443555e+16,2.5789154,base_800
000767,15.929304,0.1963273,4.4739845e+15,71.969596,5.7896853e+16,1.5450141,base_800
000768,15.863542,0.25300869,1.2992798e+16,64.119079,5.2673101e+16,1.5880001,base_800
000769,20.842539,0.30684615,4.2472663e+16,72.098944,3.878676e+17,2.8470861,base_800
000770,17.272802,0.29247445,3.3302178e+16,58.229452,3.417908e+17,1.5509423,base_800
000771,21.4414,0.31059362,2.0384185e+16,54.334973,5.6055709e+16,1.7933227,base_800
000772,14.886048,0.21570612,7.8761163e+15,83.894302,2.7761556e+17,2.138133,base_800
000773,10.661197,0.26305061,2.0008769e+15,43.569895,7.9948971e+16,2.2640068,base_800
000774,16.306217,0.25217507,1.9512766e+15,44.434881,2.1619107e+17,2.6979197,base_800
000775,13.594291,0.28615846,9.6376109e+15,68.173551,2.8893127e+17,2.2978145,base_800
000776,15.884514,0.24828247,4.3721656e+15,55.60847,1.0468824e+17,2.1455813,base_800
000777,18.778658,0.22374327,5.5884e+15,39.587056,9.9384722e+16,2.7069949,base_800
000778,13.663064,0.2742652,7.3315193e+15,73.754136,5.392168e+16,1.6562156,base_800
000779,20.717407,0.26648574,3.9396941e+15,65.0654,7.1926202e+16,1.5153764,base_800
000780,12.908849,0.23247134,3.4721602e+15,88.36491,1.0344501e+17,3.4146361,base_800
000781,14.947961,0.30181381,4.5389312e+16,39.802621,7.6571956e+16,1.6672915,base_800
000782,16.993469,0.18572364,3.2109342e+16,61.710715,8.5416788e+16,2.9187753,base_800
000783,15.791909,0.24277179,2.1127045e+16,60.969864,5.511872e+16,2.4859182,base_800
000784,18.341816,0.25624044,8.1168588e+15,57.718395,2.8005764e+17,3.7089553,base_800
000785,21.722476,0.29424408,6.8466116e+15,56.059276,1.5369824e+17,2.7469792,base_800
000786,18.487335,0.29782059,1.2507858e+16,89.051775,1.5979572e+17,1.8282509,base_800
000787,15.11193,0.32770355,5.0166752e+15,41.586939,2.2197524e+17,3.6105957,base_800
000788,15.29673,0.2961426,2.078542e+16,37.477239,1.8240104e+17,3.7928489,base_800
000789,17.435187,0.24525355,2.0176645e+16,60.349352,1.7190415e+17,3.6190895,base_800
000790,18.274409,0.19457687,2.6924904e+16,75.701263,1.1425169e+17,3.5510619,base_800
000791,16.862819,0.2245283,6.9534102e+15,87.79728,9.6065838e+16,3.1737486,base_800
000792,12.286572,0.26391899,1.6814651e+15,67.093073,5.3798801e+16,3.5330547,base_800
000793,17.515404,0.19891313,1.8998036e+15,47.459365,8.3425611e+16,1.6525168,base_800
000794,20.134144,0.19024345,3.8942811e+16,74.557823,7.458429e+16,3.7310599,base_800
000795,18.906967,0.2465476,2.384509e+15,75.336482,6.7603153e+16,2.9135716,base_800
000796,19.025801,0.32306427,1.8114844e+16,76.878187,9.4306286e+16,2.1913947,base_800
000797,14.576912,0.27616371,3.198169e+16,84.236446,1.4707802e+17,3.2056113,base_800
000798,21.155405,0.19518257,2.427447e+15,83.701634,9.3595928e+16,3.6602619,base_800
000799,14.33915,0.31895757,4.9981512e+16,81.540326,2.478934e+17,1.6124592,base_800
000800,17.451461,0.18420392,8.0067227e+15,36.664495,5e+16,3.0597531,high_idsat
000801,10,0.19205981,1.3651492e+16,39.569537,6.7459162e+16,3.6629421,high_idsat
000802,11.171567,0.18468725,1.2462872e+16,37.741617,1.0649053e+17,3.2997065,high_idsat
000803,14.085175,0.1808218,1e+15,41.374202,1.2157531e+17,2.775306,high_idsat
000804,10.942474,0.20043919,3.4780933e+16,41.449539,5.5428127e+16,1.8718973,high_idsat
000805,21.193863,0.20069096,1.1614241e+16,46.468748,5.9074968e+16,2.4385895,high_idsat
000806,12.407527,0.19385138,2.1091766e+16,36.822943,7.4792047e+16,1.7331344,high_idsat
000807,11.725974,0.19807187,1.6022452e+15,35,8.4615391e+16,3.2516032,high_idsat
000808,11.566358,0.20907031,3.1976362e+16,43.536598,1.9269443e+17,3.5513157,high_idsat
000809,21.519497,0.18485199,1.350334e+15,53.154702,5.271518e+16,1.6690914,high_idsat
000810,12.03741,0.19647292,2.1329336e+16,43.234588,1.2104496e+17,2.0391272,high_idsat
000811,16.336351,0.1841887,2.3834545e+16,44.623462,1.2961899e+17,3.8142809,high_idsat
000812,16.934497,0.20491583,7.8140674e+15,35,6.3971343e+16,2.9088247,high_idsat
000813,10.29438,0.19415441,6.5238507e+15,37.02686,7.2669218e+16,3.9708037,high_idsat
000814,10.539976,0.19096086,1.1434805e+16,35,1.5545885e+17,3.0415777,high_idsat
000815,14.557586,0.18390704,1.0734596e+15,39.596909,1.1402632e+17,2.96944,high_idsat
000816,10.337793,0.19909522,2.5074458e+16,40.754893,5e+16,1.5,high_idsat
000817,21.262871,0.1908886,1.6452496e+16,45.889968,5e+16,2.4800676,high_idsat
000818,12.508331,0.19113199,3.3749528e+16,41.589546,1.0621236e+17,1.7457528,high_idsat
000819,10.701657,0.19079894,1.3371715e+15,37.763423,8.6661957e+16,3.1725903,high_idsat
000820,11.906673,0.18948064,5e+16,40.124868,1.9801279e+17,3.3076796,high_idsat
000821,22,0.19823613,1.3872066e+15,49.434623,5e+16,1.8594486,high_idsat
000822,11.651486,0.20329033,2.002851e+16,41.559652,1.8126473e+17,1.92593,high_idsat
000823,16.154764,0.1942858,2.3161339e+16,43.572975,1.885577e+17,3.7201427,high_idsat
000824,16.403123,0.18879563,6.9681524e+15,37.359945,8.098139e+16,2.5780112,high_idsat
000825,10.705897,0.19702771,9.5706085e+15,36.394838,9.2702735e+16,3.716693,high_idsat
000826,11.166491,0.18,1.7941906e+16,35,1.0161148e+17,2.8960464,high_idsat
000827,15.101529,0.1994438,1e+15,40.36589,1.301244e+17,2.5259265,high_idsat
000828,10.935181,0.19640668,4.5585441e+16,40.428032,5.848339e+16,1.6864247,high_idsat
000829,21.993247,0.18740192,1.1746315e+16,46.246773,6.5395104e+16,3.0899369,high_idsat
000830,11.765198,0.1803485,3.0865602e+16,42.095522,9.1711216e+16,1.7629074,high_idsat
000831,10.890874,0.20517156,1.4986353e+15,37.392697,1.1089875e+17,3.1732826,high_idsat
000832,10.984959,0.19036915,4.0143982e+16,40.433177,1.7247566e+17,3.431777,high_idsat
000833,20.361062,0.19688722,1e+15,52.746529,5e+16,1.788733,high_idsat
000834,11.317604,0.20224057,1.4599288e+16,45.328626,1.3975814e+17,2.3052836,high_idsat
000835,16.448497,0.18790427,1.8939735e+16,46.030203,1.3612423e+17,3.3726625,high_idsat
000836,16.98471,0.1891009,4.4707237e+15,35,5.640649e+16,2.9181909,high_idsat
000837,10.45426,0.20113787,1.0225656e+16,35.549217,7.6036602e+16,3.6587838,high_idsat
000838,10,0.18,1.2968919e+16,35.002979,1.5974272e+17,2.6185752,high_idsat
000839,15.765386,0.19588044,1.0616835e+15,38.650212,9.1904871e+16,2.6977393,high_idsat
000840,10,0.19830717,3.0838251e+16,41.72315,5e+16,1.6583728,high_idsat
000841,22,0.20556212,9.12757e+15,47.856373,5.8581922e+16,2.9366868,high_idsat
000842,11.455536,0.2087333,2.7360753e+16,40.068615,8.5086968e+16,1.8009925,high_idsat
000843,10.178808,0.21600786,1.1414498e+15,41.304159,7.9373539e+16,3.1539326,high_idsat
000844,10,0.20439692,5e+16,40.641727,1.4940722e+17,3.7627397,high_idsat
000845,22,0.19543518,1.4240547e+15,47.106268,7.4006893e+16,1.5,high_idsat
000846,11.395909,0.19853052,1.6770811e+16,41.359699,1.9161202e+17,1.9438964,high_idsat
000847,15.854307,0.19879007,2.4420175e+16,45.834333,1.5303029e+17,3.0629619,high_idsat
000848,15.522524,0.19428137,5.3550983e+15,35,7.3514593e+16,2.9191854,high_idsat
000849,11.731267,0.18599325,1.0488198e+16,35,8.5276123e+16,3.6319223,high_idsat
000850,13.099167,0.18,1.4495861e+16,35,1.1258664e+17,3.0398234,high_idsat
000851,14.708551,0.18,1.2923746e+15,35.947776,1.5772672e+17,2.4639626,high_idsat
000852,10.247962,0.19202744,3.9327794e+16,38.38195,5e+16,1.5674664,high_idsat
000853,21.283875,0.18980788,1.2976306e+16,43.920632,5e+16,2.7200184,high_idsat
000854,12.914237,0.18453549,2.4748652e+16,35,1.1592758e+17,1.6096519,high_idsat
000855,10.671726,0.20609764,1.3487592e+15,35,8.638279e+16,2.7844205,high_idsat
000856,11.581682,0.21225342,2.5353403e+16,44.763589,1.8805233e+17,3.4472583,high_idsat
000857,21.372705,0.19951837,1e+15,51.073117,6.0230583e+16,2.0527302,high_idsat
000858,11.65529,0.19580831,1.5336886e+16,41.054634,1.1776608e+17,2.6058096,high_idsat
000859,15.984305,0.20570787,2.4657332e+16,48.223162,1.1097454e+17,3.7690375,high_idsat
000860,16.785702,0.19197424,7.9205665e+15,35,5.2714199e+16,3.3273199,high_idsat
000861,10.215103,0.18337455,1.5795929e+16,38.631505,7.7851217e+16,3.8072668,high_idsat
000862,10.598269,0.18,1.2298535e+16,35,1.0507705e+17,2.9004808,high_idsat
000863,14.139269,0.18471709,1.5801064e+15,35,1.2237935e+17,2.6748419,high_idsat
000864,10,0.18250783,5e+16,37.875096,5.7397728e+16,1.5332677,high_idsat
000865,20.621748,0.19592397,9.9138411e+15,49.474725,5.1147002e+16,2.4006276,high_idsat
000866,12.43854,0.18708376,2.1982993e+16,40.968314,1.0463194e+17,1.6208219,high_idsat
000867,11.383126,0.20717435,1.3628093e+15,41.566663,1.1213774e+17,3.3817599,high_idsat
000868,11.499197,0.21099403,5e+16,44.596197,1.6390531e+17,2.9792323,high_idsat
000869,21.709623,0.19505366,1.0631614e+15,49.090637,5.4667757e+16,1.8185066,high_idsat
000870,10.752447,0.18463191,1.2763641e+16,38.022669,1.1774947e+17,2.1678101,high_idsat
000871,16.63512,0.19506901,1.9792557e+16,46.858306,1.4391869e+17,3.6055824,high_idsat
000872,17.32338,0.19811098,6.2682764e+15,37.079005,8.5790708e+16,2.7120433,high_idsat
000873,11.221145,0.18,1.1348178e+16,35,7.3563976e+16,3.6007281,high_idsat
000874,11.971735,0.1902456,1.1316457e+16,39.510325,1.0072475e+17,2.9742303,high_idsat
000875,15.810086,0.18,1.15283e+15,42.603737,1.1096947e+17,2.6414122,high_idsat
000876,10.75065,0.18,4.1898965e+16,39.291476,6.9965648e+16,1.5,high_idsat
000877,20.661166,0.18827034,1.3956883e+16,45.772417,5.6668975e+16,2.7922803,high_idsat
000878,12.54754,0.19374576,2.3641584e+16,46.939524,1.0544446e+17,1.5461113,high_idsat
000879,10,0.21779404,1.4856426e+15,35,1.0330108e+17,3.1535016,high_idsat
000880,14.199774,0.309795,1.6337928e+15,67.964173,3.1285765e+17,4,threshold_boundary
000881,11.003753,0.23330771,6.6662283e+15,48.574117,5.9496957e+16,2.0518355,threshold_boundary
000882,12.016846,0.27097995,2.6130402e+16,60.172981,7.078158e+16,2.3854491,threshold_boundary
000883,10.841575,0.23977608,1.2973517e+15,47.295963,1.2186692e+17,3.7706147,threshold_boundary
000884,11.386587,0.24852922,1.1908862e+15,47.881447,1.5947131e+17,3.3287309,threshold_boundary
000885,18.460278,0.21960287,2.7646197e+16,76.915747,6.3647104e+16,2.1456378,threshold_boundary
000886,19.043065,0.18809707,5e+16,59.306827,8.9460834e+16,2.2244956,threshold_boundary
000887,11.927916,0.29141042,3.6699694e+15,67.47835,7.4857761e+16,3.6169333,threshold_boundary
000888,10.589217,0.18802618,1.511018e+16,36.13411,9.4412622e+16,3.0496987,threshold_boundary
000889,10.634394,0.25602367,3.8004718e+16,55.193293,1.0944856e+17,2.3473342,threshold_boundary
000890,10,0.29118376,8.3689095e+15,54.966075,1.5474651e+17,2.8901413,threshold_boundary
000891,15.922855,0.24464094,5e+16,76.288776,1.0313159e+17,1.8961043,threshold_boundary
